Year,Student_ID,Name,Term,Class,Level,Site,pt1,pt1_avg,quiz_avg,qz.Week.1,qz.Week.2,qz.Week.3,qz.Week.4,qz.Week.5,qz.Week.6,qz.Week.7,qz.Week.8,qz.Week.9,qz.Week.10,qz.Week.11,quiz,pt2,pt.Week.1,pt.Week.2,pt.Week.3,pt.Week.4,pt.Week.5,pt.Week.6,pt.Week.7,pt.Week.8,pt.Week.9,pt.Week.10,pt.Week.11,pt2_avg,hw,hw_avg,HW.Week.1,HW.Week.2,HW.Week.3,HW.Week.4,HW.Week.5,HW.Week.6,HW.Week.7,HW.Week.8,HW.Week.9,HW.Week.10,HW.Week.11,br,br_avg,ga,ga_avg,va,va_avg,Exam_ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X12,X14,X15,X25,X28,X29,X41,X51,X56,X61,X62,X66,X67,X68,X69,X70,X1_avg,X2_avg,X3_avg,X4_avg,X5_avg,X6_avg,X7_avg,X8_avg,X9_avg,X12_avg,X14_avg,X15_avg,X25_avg,X28_avg,X29_avg,X41_avg,X51_avg,X56_avg,X61_avg,X62_avg,X66_avg,X67_avg,X68_avg,X69_avg,X70_avg,g,g_avg,l,l_avg,rlgvos,rlgvos_avg,s_1,s_2,s_3,s_4,s_5,s,we,we_1,we_2,we_3,we_4,wc_1,wc_2,wc_3,wc_4,wc_5,wc_6,wc_7,wc_8,wc_9,wc_10,wc_11,wc_12,wcA,wcB,wcC,wc,s_1_avg,s_2_avg,s_3_avg,s_4_avg,s_5_avg,s_avg,we_avg,we_1_avg,we_2_avg,we_3_avg,we_4_avg,wc_1_avg,wc_2_avg,wc_3_avg,wc_4_avg,wc_5_avg,wc_6_avg,wc_7_avg,wc_8_avg,wc_9_avg,wc_10_avg,wc_11_avg,wc_12_avg,wcA_avg,wcB_avg,wcC_avg,wc_avg,rlgvosswe,rlgvosswe_avg,total,total_avg,top_ranking,rank,rank_pc,年度,Student_Type,有効フラグ,登録日時,更新日時,性別,入塾年月日,Portal_logins,iPad_subs,iPad_watchtime_hr,End2018Level,End_2017_Level,貸出件数,va_total_attempts,ga_total_attempts
2019,11,11,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,1,0.930735931,0.68774906,/,7,8,7,9,6,8,8,8,7,/,0.755555556,0.974545455,A+,A+,A+,A-,A+,A,A+,A+,A+,A,A+,0.934792703,1,0.895209581,/,S,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0,0,0,0.7,0.833333333,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.666666667,0.664054054,0.805166667,0,0.75,0.75,1,0,1,0.875,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805166667,0.719219595,0.836626768,0.755228851,0.973317172,75,32,NA,Kids,Yes,3/3/2019 16:00,8/31/2019 11:05,女,3/3/2019,28,0,0,NA,NA,NA,NA,NA
2019,12,12,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,0.536363636,0.930735931,0.68774906,/,/,/,/,/,7,/,6,5,5,/,0.575,0.93,A,/,A-,A,A,A,/,A+,A,A,A,0.934792703,0.3125,0.895209581,/,/,F,F,F,U,/,F,U,S,U,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,1,0.833333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.506666667,0.664054054,0.490333333,0,0.5,0.5,0.5,0,0.5,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490333333,0.719219595,0.524983333,0.755228851,0.973317172,203,88,NA,Kids,Yes,2/17/2019 18:15,8/31/2019 11:05,男,2/17/2019,7,0,0,NA,NA,NA,NA,NA
2019,13,13,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,0.9,0.930735931,0.68774906,/,9,5,8,7,5,4,7,8,/,/,0.6625,0.904545455,A-,A-,A,A-,A,A,A+,A,A-,A-,A,0.934792703,0.9,0.895209581,/,U,S,S,S,S,S,S,U,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0.8,0.833333333,1,0.2,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.7,0.664054054,0.701166667,0,0.75,0.75,1,0,1,0.875,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701166667,0.719219595,0.737521212,0.755228851,0.973317172,139,60,NA,Kids,Yes,1/12/2019 17:25,8/31/2019 11:05,男,1/12/2019,10,0,0,NA,NA,NA,NA,NA
2019,14,14,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,0.9,0.930735931,0.68774906,/,2,4,8,3,4,/,6,6,4,/,0.4625,0.909,A-,A-,A,A,A,A,/,A,A-,A,A,0.934792703,0.888888889,0.895209581,/,S,S,S,S,S,/,S,S,F,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0.6,0.833333333,0.833333333,0.2,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.626666667,0.664054054,0.44375,0,0.5,0.5,0.5,0,0.75,0.5625,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44375,0.719219595,0.536663889,0.755228851,0.973317172,201,87,NA,Kids,Yes,2/10/2019 16:22,8/31/2019 11:05,男,2/10/2019,25,0,0,NA,NA,NA,NA,NA
2019,15,15,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,1,0.930735931,0.68774906,/,8,4,6,8,7,8,8,10,8,/,0.744444444,0.936363636,A,A,A,A,A,A,A,A+,A,A,A,0.934792703,0.95,0.895209581,/,U,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.8,1,0.833333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.646666667,0.664054054,0.735333333,0,0.75,0.75,0.75,0,0.75,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735333333,0.719219595,0.777814141,0.755228851,0.973317172,120,52,NA,Kids,Yes,2/17/2019 14:32,8/31/2019 11:05,男,2/17/2019,6,8,21.825,NA,NA,2,NA,NA
2019,16,16,Term B,Tuesday (S)1530-1800 1,ES011,Shibuya,0.981818182,0.930735931,0.68774906,/,9,5,8,4,7,8,7,8,4,/,0.666666667,0.961818182,A-,A+,A+,A,A+,A,A+,A+,A,A+,A,0.934792703,0.75,0.895209581,/,U,S,S,S,U,U,S,S,U,U,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,1,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.693333333,0.664054054,0.83975,0,0.75,0.75,0.75,0,1,0.8125,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83975,0.719219595,0.825673485,0.755228851,0.973317172,87,38,NA,Kids,Yes,1/19/2019 19:23,8/31/2019 11:05,男,1/19/2019,40,9,4.301111111,NA,NA,NA,NA,NA
2019,17,17,Term B,Tuesday (S)1530-1800 1,ES011,Shibuya,0.972727273,0.930735931,0.68774906,/,8,7,10,8,8,10,10,8,10,/,0.877777778,0.974545455,A+,A+,A+,A,A+,A+,A,A+,A,A+,A,0.934792703,0.85,0.895209581,/,U,S,S,U,S,S,U,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9,0.833333333,0.833333333,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.753333333,0.664054054,0.88825,0,0.75,1,1,0,1,0.9375,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88825,0.719219595,0.892007323,0.755228851,0.973317172,37,16,NA,Kids,Yes,12/28/2018 15:22,8/31/2019 11:05,男,12/28/2018,30,0,0,NA,NA,4,NA,NA
2019,18,18,Term B,Tuesday (S)1530-1800 1,ES011,Shibuya,0.954545455,0.930735931,0.68774906,/,7,4,7,4,9,10,8,5,6,/,0.666666667,0.974545455,A,A+,A,A+,A,A+,A+,A+,A+,A+,A,0.934792703,1,0.895209581,/,S,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,0,0,0,0.8,0.666666667,0.5,0.2,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.566666667,0.664054054,0.684583333,0,0.5,0.5,0.75,0,1,0.6875,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684583333,0.719219595,0.743329545,0.755228851,0.973317172,135,58,NA,Kids,Yes,1/12/2019 18:51,8/31/2019 11:05,男,1/12/2019,23,1,1.6875,NA,NA,NA,NA,NA
2019,19,19,Term B,Tuesday (S)1530-1800 1,ES011,Shibuya,0.909090909,0.930735931,0.68774906,/,2,3,2,5,5,9,4,8,2,/,0.444444444,0.936363636,A,A,A,A,A+,A,A,A,A,A,A,0.934792703,0.9,0.895209581,/,U,S,S,S,S,S,S,S,S,U,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0,0,0,0.7,0.833333333,0.666666667,0.2,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.546666667,0.664054054,0.698583333,0,0.25,0.25,0.25,0,1,0.4375,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698583333,0.719219595,0.717089141,0.755228851,0.973317172,145,63,NA,Kids,Yes,2/2/2019 20:59,8/31/2019 11:05,女,2/2/2019,6,0,0,NA,NA,NA,NA,NA
2019,20,20,Term B,Tuesday (S)1530-1800 1,ES011,Shibuya,0.990909091,0.930735931,0.68774906,/,6,6,8,10,6,10,8,9,8,/,0.788888889,0.93,A,A,A,A,A,A,A,A,A,A,A,0.934792703,0.95,0.895209581,/,U,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.7,0.833333333,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.546666667,0.664054054,0.578416667,0,0.75,0.75,0.75,0,1,0.8125,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578416667,0.719219595,0.671780556,0.755228851,0.973317172,161,70,NA,Kids,Yes,12/10/2018 13:41,8/31/2019 11:05,男,12/10/2018,53,0,0,NA,NA,NA,NA,NA
